seed,load,algorithm,arrived_tasks,completed_tasks,mean_latency_ms,p95_latency_ms,dmr_pct,throughput_tasks_s,energy_j,monetary_cost,run_cost_index,fairness,rejection_rate_pct,local_pct,fog_pct,cloud_pct,decision_median_us,decision_p95_us,decision_p99_us,cpu_s,cpu_utilization_pct,wall_s,peak_memory_kib,simulator_throughput_tasks_s,task_count,fog_nodes
4008,high,SemiGreedy,200,199,250.98551589243726,355.4514077183515,0.0,2.2111111111111112,58.15061364607326,3.921063171100566,0.3107705044124451,0.19997585124366096,0.0,0.0,45.5,54.5,1070.3000000000002,1541.774999999999,2578.886999999999,0.515625,95.307497800154,0.5410120000015013,168.1796875,369.6775672248398,200,10
4008,high,Fog-only,200,199,335.6252082397665,684.2737893727767,0.5,2.2111111111111112,16.717109315245715,1.5141370028630279,0.30965274658745906,0.19939076582246615,0.0,0.0,100.0,0.0,63.45,118.98999999999998,152.02699999999962,0.296875,97.27435216971463,0.305193500011228,156.296875,655.3219514591301,200,10
4009,high,DT-KF-CostAware,200,199,331.5789739502776,640.1373990715917,0.0,2.2111111111111112,16.82798383906344,1.6563509024948322,0.3133120700298145,0.16240113821818639,0.0,0.0,99.0,1.0,935.2,1578.7449999999992,1930.9989999999991,0.484375,98.82678956059598,0.49012520001269877,165.7109375,408.05900205665444,200,10
4009,high,DT-OPT,200,199,329.139079981471,636.7347555892927,0.0,2.2111111111111112,18.134400280483856,1.7344256464886791,0.3149149184363686,0.16212630309296114,0.0,0.0,97.5,2.5,896.5,1433.3449999999996,1973.7159999999994,0.4375,90.4842240001131,0.48350969998864457,167.11328125,413.6421668576599,200,10
4009,high,SemiGreedy,200,199,248.3900216988964,332.79213032373707,0.0,2.2111111111111112,60.095038933483245,3.983110476330879,0.31315233982112,0.11401500197394394,0.0,0.0,38.5,61.5,926.9000000000001,1218.465,1532.2799999999997,0.4375,97.09313151022829,0.45059829999809153,167.796875,443.8543154753293,200,10
4009,high,Fog-only,200,199,327.0013044965176,637.4404859870899,0.0,2.2111111111111112,16.48812421703053,1.6272616670773628,0.31298535405684896,0.13824751265491358,0.0,0.0,100.0,0.0,57.849999999999994,89.78999999999998,144.80799999999962,0.265625,97.12410275803305,0.2734902999945916,156.390625,731.287361942837,200,10
4000,high,DT-KF-CostAware,500,498,357.60130629556664,734.6814249858533,0.0,5.533333333333333,55.330494306262004,4.145756125142183,0.3125581131549822,0.14364859517214087,0.0,0.0,99.4,0.6,2099.15,3195.449999999997,4015.227,2.734375,97.28786948273473,2.8106021999847144,423.5546875,177.89781848271494,500,25
4000,high,DT-OPT,500,498,357.88972975466345,734.6814249858533,0.0,5.533333333333333,54.73984958705696,4.09818356213094,0.312066142306194,0.14197599261311172,0.0,0.0,99.6,0.4,2087.05,3389.234999999998,4788.838999999996,2.796875,98.03542184761332,2.852922899997793,423.1875,175.25885469964393,500,25
4000,high,SemiGreedy,500,498,258.3875909164425,387.9677923928453,0.0,5.533333333333333,164.64969846100246,10.704193876643311,0.31313962378060717,0.07776598715442613,0.0,0.0,47.2,52.8,2163.05,3778.0149999999994,4516.098999999999,2.875,98.8920444917016,2.907210599980317,424.88671875,171.98616433339407,500,25
4000,high,Fog-only,500,498,355.2363394738648,753.7420614093746,0.4,5.533333333333333,59.106556800537334,4.1546641267480044,0.308438334393925,0.11675996327770062,0.0,0.0,100.0,0.0,139.9,247.89499999999992,332.46099999999973,1.734375,95.41118086176998,1.81779010000173,401.41015625,275.0592601420396,500,25
